,Group,proportion_diff_depr,proportion_diff_anx
349,6,-0.11164274322169099,-0.134000867553499
350,3,0.012703252032521001,0.011430090377459
351,3,-0.0008468834688351019,-0.0031897926634769603
353,3,-0.00889227642276399,-0.045631756158071995
354,3,-0.05919715447154401,-0.026315789473685004
355,5,-0.012447468481088998,-0.031709709055247
356,3,-0.025999322493223998,0.10357965621123501
358,7,0.0266459506700329,-0.059966777408638
359,7,-0.024820353466692997,-0.020182724252492002
361,5,-0.049909945967580006,-0.108940830336711
363,7,0.0416391532336381,-0.0048172757475080106
365,6,-0.0315789473684209,-0.04959514170040401
366,6,0.00813397129186599,0.0812246963562749
367,3,0.102218834688346,0.147084883926989
368,7,0.146863468634686,0.145182724252492
369,3,0.00304878048780499,0.074605706184653
372,2,-0.032402049925607,0.017863916956927
373,2,-0.008927095387667009,-0.014898092906162999
374,7,-0.018527869489221,0.019186046511628002
375,5,0.057994796878126996,0.030238640078457002
377,2,0.0029095718300549103,-0.025175018105321
378,6,-0.0792663476874,-0.011097455176402
379,2,-0.017622747561580002,-0.076387212470256
382,3,-0.01244918699187,-0.039606592238171
383,2,-0.0395437262357411,-0.00448322240231702
384,5,0.008324994996998009,0.04642039882314499
385,2,0.018779963630352,-0.000137945304687026
