,Group,proportion_diff_depr,proportion_diff_anx
188,2,0.00472805422383898,-0.013208262923751001
190,3,-0.054115853658537,-0.0071770334928230595
191,3,-0.032012195121952004,-0.00646819067871696
192,3,-0.058350271002709994,-0.023125996810207997
193,2,0.024797487187965,0.026899334413905
194,2,-0.04916515126467201,-0.088181536020968
195,5,-0.038463077846708,0.057289964040536
196,7,0.044513497766556005,0.053322259136212996
197,2,0.0838816333278231,0.0606614477359729
200,5,0.095457274364619,0.078211833932657
201,6,-0.06698564593301401,-0.043847599768652996
203,7,-0.021868323946397997,-0.044684385382059
204,3,-0.00584349593495992,-0.007442849548112029
206,3,-0.050304878048780005,-0.12635123161439
207,6,0.10334928229665,0.084947946790052
208,5,-0.03758254952971799,0.028440666884603
210,7,0.046610992425712997,-0.034883720930233
211,5,0.064158495097058,0.076985943118666
212,5,-0.033219931959175,-0.10983981693363801
213,3,-0.024644308943089,0.026138578770158
215,2,0.027310299223012,0.042487153843501
219,5,0.08725235141084599,0.043151356652501
221,3,-0.0609756097560979,-0.0354421407052991
223,5,-0.0066439863918349995,-0.0044132069303700104
224,3,-0.130928184281843,-0.13140173666489502
226,5,0.0279367620572339,0.00498528931023201
231,5,-0.020052031218732,-0.039228506047728
232,6,-0.073684210526316,0.01088056680162
234,3,-0.023797425474255,-0.031366294524189
235,2,-0.083352620267813,-0.10197606648963699
236,5,0.090494296577947,0.130434782608696
238,5,0.107504502701621,0.067178816606735
239,3,-0.06732723577235701,-0.12006025163919899
240,6,-0.068740031897927,-0.004084731058416
241,6,-0.011961722488038,0.03979901677270101
242,6,0.03476874003189799,0.008711683053788999
243,5,0.010406243746246999,-0.029748283752859997
244,7,-0.055933190910855995,-0.0645348837209301
245,6,-0.074162679425838,-0.049667437825332006
246,6,0.02615629984051,0.061126373626374
247,6,-0.0207336523126,-0.07836899942163099
252,2,-0.04744585881964,-0.056247197985998997
254,6,-0.026475279106858998,0.037485540775014
255,7,-0.032705379685375,-0.060132890365449006
258,3,-0.031334688346883,0.051922736133262
260,5,0.015929557734641,0.010052304674729999
262,7,-0.15719557195572,-0.143023255813954
263,6,-0.068261562998405,-0.012073452862926
264,3,0.035992547425475,0.07487152223994299
265,7,0.067585939017285,-0.0049833887043189105
266,3,0.04200542005419999,-0.021442495126705003
267,6,-0.04066985645933,-0.0605841526894151
268,2,0.069829723921309,-0.017588026347554
269,5,0.12939763858315,0.12455050670153599
270,3,-0.09857723577235698,0.00744284954811197
273,3,-0.0522527100271,0.028973950026582
274,7,0.00570984657215001,0.013205980066445
275,6,-0.026953748006378998,0.105443898207056
276,3,-0.036924119241193,-0.06866914761651599
277,3,0.052168021680217,0.077529682792841
278,5,-0.073323994396638,-0.056636155606407
280,2,0.000363696478756004,-0.047142807876677004
281,2,0.073036865597619,0.11894333896610002
282,6,0.0692185007974481,0.05320994794679
283,6,0.00701754385964898,0.00943464430306501
284,7,0.00493299669838798,-0.041943521594685
285,5,0.030218130878527,-0.042497548218372
286,7,0.04898038454068701,0.05124584717608
287,6,-0.0153110047846891,-0.0299305957200691
288,7,0.026762478151098,0.00606312292358802
290,2,-0.06275417424367699,-0.09014725661275301
291,7,0.051815886579917994,0.051910299003321995
293,2,-0.00142172259877693,-0.0005862675449179731
294,7,-0.09609632938434698,-0.0035714285714290007
295,7,0.052359681491552006,-0.025
296,6,-0.0400318979266351,-0.0836104684788891
297,3,-0.00525067750677599,-0.0489101541733121
298,6,0.0467304625199361,-0.0396544245228451
299,3,-0.034044715447154,0.012581959950381
302,7,0.00112643231695403,-0.141943521594685
304,3,-0.028116531165311,-0.050062023746235
305,2,0.063845263679947,0.053005483325861
306,5,0.13348008805283199,0.10117685518143199
312,7,-0.025752573315207,-0.062043189368771
313,6,0.0317384370015941,0.040268941584731
314,2,0.023045131426682002,0.11894333896610002
319,3,-0.0275237127371281,0.0298600035442149
322,2,0.0268804761117539,0.11597751491533699
323,2,-0.05290130600099201,-0.06607580094492599
324,2,-0.066556455612498,-0.11990895609890699
327,3,0.051151761517615,0.093124224703172
328,6,-0.013875598086124,-0.051041064198959006
329,5,0.0279367620572339,-0.05353056554429499
331,5,-0.010126075645388,-0.055900621118013
332,2,-0.101206811043148,-0.079628927130393
333,5,-0.020692415449268996,-0.016917293233083
336,7,-0.077218877451933,0.023338870431893997
338,6,-0.099362041467305,-0.052523134759977004
339,3,0.0102472899729,0.041024277866383
341,2,0.04642089601587,0.00186226161327108
348,6,-0.015151515151515,-0.00213273568536804
349,3,-0.015074525745257,-0.00336700336700296
350,5,0.022373424054433,0.058924485125858
351,3,0.051321138211382004,-0.034910508594719
353,7,0.011108953194794999,-0.00780730897010001
354,2,0.009059348652669,0.0404179742732
355,3,0.03548441734417399,-0.0023037391458449697
357,7,-0.05562245096135201,-0.075913621262458
358,3,0.014905149051491002,-0.014265461633883002
359,2,0.03511324185815799,0.08814704969479598
360,7,-0.022955913769663997,-0.042857142857142996
362,5,-0.03261957174304601,-0.023782281791435
364,7,-0.08168576422606401,-0.12657807308970098
365,2,-0.056108447677302,-0.059213022036763
367,2,-0.031740783600595,-0.06310997689416199
368,5,0.0603962377426461,0.12577639751552802
370,7,-0.21266265294231895,-0.24742524916943498
373,5,-0.060076045627376,-0.071101667211507
374,5,0.00476285771462898,-0.022392938868912002
377,6,-0.03476874003189799,-0.048691440138807995
378,7,-0.004738784229948,-0.020265780730897
379,6,-0.025837320574162003,-0.03979901677270101
380,6,0.023285486443382002,-0.025159051474840998
382,6,-0.066188197767145,-0.0790558126084441
384,5,0.045707424454673,0.018551814318405
385,5,-0.055193115869522004,-0.06750572082379899
387,5,0.029657794676806,0.011768551814318
390,3,0.045647018970189,0.06025163919900799
394,5,0.033780268160897006,0.0409447531873161
395,5,0.054312587552532,0.14024190912062698
396,7,-0.010254418333656999,0.025913621262457994
397,7,0.0136337152845221,-0.10215946843853801
398,7,-0.0170906972227619,-0.08853820598006598
399,7,0.070266071081763,0.084966777408638
400,2,-0.11059679285832401,-0.040452460599373
401,7,0.020664206642066002,0.010880398671096
402,7,-0.037910273839580004,0.00506644518272403
404,5,-0.01152691614969,0.0651356652500821
405,5,0.057754652791675,0.066034651847009
406,7,-0.030258302583026,0.004152823920266
407,6,0.103668261562999,0.07486263736263701
409,3,-0.040226964769647995,-0.042264752791069
412,7,-0.029131870266071,-0.031395348837209
414,6,-0.11164274322169099,-0.134000867553499
416,3,0.012703252032521001,0.011430090377459
417,3,-0.0008468834688351019,-0.0031897926634769603
420,3,-0.00889227642276399,-0.045631756158071995
421,3,-0.05919715447154401,-0.026315789473685004
422,5,-0.012447468481088998,-0.031709709055247
423,3,-0.025999322493223998,0.10357965621123501
425,6,0.00972886762360398,0.09362348178137599
426,7,0.0266459506700329,-0.059966777408638
427,7,-0.024820353466692997,-0.020182724252492002
429,5,-0.049909945967580006,-0.108940830336711
431,7,0.0416391532336381,-0.0048172757475080106
433,7,0.044202757817052,0.0039036544850499797
434,6,-0.0315789473684209,-0.04959514170040401
435,2,-0.10619937179699199,-0.078352933062041
436,6,0.00813397129186599,0.0812246963562749
437,5,-0.146367820692416,-0.12577639751552802
438,3,0.102218834688346,0.147084883926989
439,7,0.146863468634686,0.145182724252492
440,2,-0.00515787733509698,-0.017588026347554
441,3,0.00304878048780499,0.074605706184653
446,2,-0.032402049925607,0.017863916956927
447,2,-0.008927095387667009,-0.014898092906162999
448,7,-0.018527869489221,0.019186046511628002
449,5,0.057994796878126996,0.030238640078457002
452,2,0.0029095718300549103,-0.025175018105321
453,6,-0.0792663476874,-0.011097455176402
454,2,-0.017622747561580002,-0.076387212470256
458,3,-0.01244918699187,-0.039606592238171
459,2,-0.0395437262357411,-0.00448322240231702
460,5,0.008324994996998009,0.04642039882314499
461,2,0.018779963630352,-0.000137945304687026
